text_akhir,polarity_score,polarity
game seru kalo ak buka game,4,positive
gamen buruk suka fitnah boong hayuk palpalepalpalepale seru guys dwonload,-11,negative
game berguuuuuuuuuuunaaaaaa boong game seru suka bikin seneng dab cepet donlot enak mainnya,9,positive
bagus banget sumpahaku suka banget game among us iniaku kasih bintang nihh,2,positive
seru game sinyal bagus,0,neutral
bug pdhl sinyal kuat,-1,negative
tambahin voice chat pakai chat aja ribet nulisnya,3,positive
bagusss cuy klo login kayak game yg bagusss,-1,negative
bagus sihh pengen banget among us muat orang impostornya orang wkwkkw,-2,negative
game seru yaaa chester males main,-2,negative
game ny bagus tp males maen game bnyak cheater knp msti ad cheat trmksh,1,positive
kasi bintang karna bahasa indonesia gw bingung cok permainan indonesia bahasa indonesia payah,-11,negative
game rusak dc anjim banget,2,positive
game keren semoga update,2,positive
suka among us bagus harap update yg role,0,neutral
wow gem menarik download klo download nyesel game download biar nyesel sekian asalamualakum warohmatuloh hiwabarakotu bye,-13,negative
asikk banget game among us sukanya imposter,3,positive
permainan bagus banget kaianygblmdonld deh donlod permaiana inih permaianan nyah persen bagus permainan inih beda ama permaianan yg jelek deh aalaut banget ama among us,-7,negative
gamenya bagus banget terkadang rada kesel tetep kasih bintang,-2,negative
game among us seru banget seru ampe tulang makasi among us,1,positive
kasih bintang karna game bagussss banget kesel karna kalo impostor langsung victory kesel karna bunuh orang yaaaa,-7,negative
bagus gamenya kalo main tuduh trs psikopat,-2,negative
developer innersloth gw saranin perbaiki perkuat keamanan game among us soalny skrng banget hacker,3,positive
gem bagus ganti map,-2,negative
habis update bug mengecewakan,-3,negative
game bagus banget bener mabar dah mabar babay,0,neutral
bahasa tolong tambahin indonesia,-3,negative
game babi kek anjg udah chat random ganti nama,-8,negative
gasuka update gabisa kasih nama nge chat lumayan kasih bintang,0,neutral
engga update disuruh update game,0,neutral
waaaaah sumpah bagus banget mabar temen dowlod among us mesti suka,-2,negative
keren nih mantep semoga update voicenote,0,neutral
bagus banget nih game pet bajub beliibtolong kasih pet baju biar bagus tolomg,0,neutral
tambahin servernyaservernya lag semuakalo server indonesia,0,neutral
enak ah semenjak update susah banget ngechet game,1,positive
bagus coba kadang kadang jahilin game orang bagus deh pokoknya downoald,2,positive
game bagus kadang ngelag keuar,3,positive
yg bilang game jelek bangettapi boong papalepapale ingetin btw game bagus fighting admin,-9,negative
makasih bikin game suka geme karna seru makasih deloper bikin game,14,positive
pake game seru game easter egg easter egg kayak kayak kayak tai njir game kayak tai seru,-19,negative
eh among asu lu ilangin batas ngobrol pikir pikirrr among asu curhat langsung game dasar among asuuuu,1,positive
game goblok gue udah maen ber jam jam pas maen crawmate doang goblok gabisa impostor yah level anjing pilih² player batre gua sampe persen nyoba impostor lo ha pilih² player hooh biar gw serba bunuh gitu aja gabisa,-10,negative
dissconnect jaringan bagus,-3,negative
bagus tolong chatnya benerin masak chat seru dehh kalo chat kasih bintang dehh,6,positive
game error mohon perbaiki,-3,negative
suka game mohon nama game jelek boonk mohon suka maaf tersinggung,-3,negative
kalo kasih pesan suarabiar diskusinya enk,0,neutral
mantap tambahan bahasa indonesia nama room menang reward,5,positive
game nomor main kalah ff game ff game among us merusak pertemanan beda kaya ff game seru,2,positive
game perusak pertemanan cheat kasih bintang je develovernya tolong bermain curang,-1,negative
among us seru bangt walupun pake pulsa seru maaf segini terimakasih,1,positive
game seru bosenan klo main game game game terlama,8,positive
game bagus update ajak teman ok,5,positive
gimanasih permainan adikku kasih bingtang aja deh,2,positive
seri cuman update jelek karna cheat udah kaya gitu si pliss balikin among us yg dlu among us pliss pliss laporin ak benedhack plisssss bantu temen ak karna ak baca yg bikin among us plisss pliss plisss bantu ak ak tau bantu ak ak capek ngetik pliss ak tau gomong,-17,negative
gw main pewdiepie gamenya seru sportif yg leave spionan pls ban org yg suka leave gk impostor saran tambahin voice chat biar lbh greget,-4,negative
game banget disconek bikin nyaman main tolong devolover,8,positive
game bagus banget terkadang jumpa cheater mengganggu,4,positive
nggak internet nih game internet gua lancar main ff aja,0,neutral
gamenya seru ping gede tolong diperbaiki,1,positive
bagus banget game among us beneran impostor rahasia dah lihat youtube murryriotcrnoredddan ivan hoax,0,neutral
masuk tolong perbaiki plis masuk game,-3,negative
gamenya bagus tempatnya skinya bagus kasih bintang bagus,-5,negative
game keren update ngelak dam map nggak bohong kali game benci kecewa,-7,negative
bagus kak kalo download cepetan,-2,negative
game bagus banget kasih bintang karna main game,4,positive
game game jelektapi boonk gamenya seru banget download aja impos kali enak banget gamenya,8,positive
gamenya bagus main teman,-2,negative
permainan suka tau update terbaru among us air ship,1,positive
bagis gem lumayan istal among us banget ketagihan main among us hahahahh,-3,negative
gamenya seru banget cheater jdi sreg aj mainnya,3,positive
update terbaru ribet pakai email pakai email nama sekehendak,0,neutral
gamenya sangatttt bagusss tambahin mode battleroyalenya donkkkkkk,0,neutral
game baguuuuussssss banget download nggak ragu ragu langsung download aja,-1,negative
game lumayan seru banget citer maaf ngasih bintang,2,positive
game seru menghilangkan bosan dirumah lupa instal game among us kelawatan yaaaa thank youuu love,9,positive
udah download among us pas main game tau,1,positive
nggk bahasa indo nih tolong tambahin bahasa indo biar ngerti player,-15,negative
gamenya bagus orangnya jelek kaki doang butuh map seluas pubg game alay free fire yg baca maho,-13,negative
cabain game seru menyenangkan senang nyesal isi game cobain deh,-1,negative
bagus lumayan gk kalo seru mksh,-1,negative
gamenya bagus banget bilang nulis bebas login pake akun google sekian terima kasih,-2,negative
game bagus grafic bagus,-2,negative
game keren bagus tolong kasih impost,2,positive
semenjak update game among us seru,2,positive
gw suka ni game gw jd impostor trs gw oh kalo nama gw among us erpan ok bye,5,positive
seru among us gabisa ngedit nama gakbisa ngetik diskusi sebel sumpahhh,-5,negative
game bagus cuman orang fitnah impostor kesel pas gitu gua kasih tau kalah menang nuduh orang bukti,-21,negative
game bangsat gara nii game ane dosa udh niat puasa gara ni game batal gpp seru ane ketagihan,-21,negative
gamen seru game seru banget bermain teman,3,positive
game bagus bug mohon perbaiki,0,neutral
gemanya seru bangetttttttttttttttttt boong gemanya seru bangettttttttttttt,-4,negative
kasih bintang disconeck aja v gamenya tetep seru farming dosa,-2,negative
game keren banget dowload silakan kasih bintang keren buaaangeeeet,5,positive
gabisa dibuka xixixipenyimpanan ak lhokuota apalagihuft yakada yg tau,-4,negative
ngebug cheater mohon diperbaiki keamanannya,0,neutral
bagus banget gampang banget dimainin task seru² pokoknya best,-2,negative
game jelek eh boong download keren banget,-6,negative
wih bagus gemenya deh udah sabar deh map airshipnya kasih bintang,4,positive
game bagus banget liat papa kaya orang download game kasih bintang oke dadah,3,positive
game among us bagus seklai multiplayer enak,1,positive
gila big update tersedia airship map terima kasih sia sia menunggu among us mengupdate,-8,negative
hai developer trimalasih mmbuat game yg saia berdosa saia ngasi sarang voice pas pemitnahanv biar epic gtu bang,2,positive
map nama mapnya airship wajib download mapnya bagus,-4,negative
gamenya bagus bagus bahasa indonesia,-8,negative
game bagus suka banget sumpah kena tuduh sabar kek teman suka zebelmarah nangis,2,positive
game buriq masak game nggak dimainkan tolong perbaiki pake chit kk nggak band,1,positive
game misterius imposter rahasia nama butorn game seram,1,positive
tolong koneksi perbaiki,-1,negative
kasih bintang pemain cheat tolong developer menghilangkan pemain cheat kasih bintang,-3,negative
geme seru banget suka geme fitnah suka banget kasih bintang,2,positive
sumpah game sampah gw kesel bangettttt boong game seru banget cari temen online makasih,-7,negative
suka banget game username huruf b donk,5,positive
gamenya teramat bagus jaringan putusputus,-3,negative
loging bener maenin,2,positive
apdetan donlowd game semoga game berkembang aminnn,4,positive
gamenya bagus si kalo impostorimpostornya bilang dlu bunuh kagak,-10,negative
seru cm pas gua main orang impostor ngecheat pas report impostor gk bs pilih ngcheat tolong diperbaiki gamenya biar gk cheater,0,neutral
game bagus mengasah otak,0,neutral
keren parah sumpah mohon developer mengkasih gratis pet skinnya,-1,negative
game seru banget kali main game pas nonton chanel youtub miawaug stresmen pas coba game sery banget,15,positive
game niat lahgua main disconnected,2,positive
among us player kecepatanya listrik rerpord kali,0,neutral
baguss tp klo jaringannya jelek suka,-3,negative
game keren grafiknya bangus mantap deh,7,positive
game bagus saran update game biar menarik,-1,negative
game klo voice seru,2,positive
klo pasang sistem mic diiscussi,0,neutral
gamenya bagus kalo friend among us enak,-1,negative
game bagus banget suka misi mantap deh among us,8,positive
gamenya seru bosan karna banyaknya cheater saran fitur report player ban id biar kapok,-3,negative
tolong disbsnd pakai cheat game kacau udah gw temuin odading indo masuk haker banget ngapain maen kalo curang tidur aja,-3,negative
bug layar hitam tolong diperbaiki,-3,negative
perkenal nama sepril agama kristen memakai hp kakek heh yg bilang game jelek lo sok ganteng canda ganteng yg namanya geming tolong sopan sabar game ayo download gamenya update yg hpnya android hehehe canda android,1,positive
benerin servernya dikit² error,-5,negative
please give indonesia tolong kasih bahasa indonesia,-5,negative
updated tolol nama diganti sesuka hati pesan tolol ni game,-9,negative
terkadang koneksi bagus main,-1,negative
next rank pertemanan mudah,1,positive
kasih crewmate job biar bosen imposter,-5,negative
game seru keren keren super keren,3,positive
aplikasi yg viral ditiktok sumpah gamenya jelek bangettttttapi boonggggg,-9,negative
bentar ayi maps arsip pake pesawat pake baju arstonort,-6,negative
game bagus udah mainin mainin update mod,-4,negative
bug anjir ngetik,-2,negative
suka game teman sayadan game impostor nyadan suka game game mainin,10,positive
sangaatt seruu asik menyenangkan huwaa cheater game kaya gini aja tuhh cheater apasihh tolol banget mengganggu keseruan tau nggak hmmm,1,positive
jelek bangt tp boong hayukkk aslinya bagus hayyukk instalsekarang yg blom,-11,negative
wow aplikasi seruh deh bosen rumah main among us gacha life seruh bener pokoknya game menyenankan,-6,negative
tolong diperbaiki koneksinya suka game,5,positive
diskonec jaringan bagus udah mantep kill tinggal adu domba diskonec perbaiki orang males main,-15,negative
game seru yg main sendirin public coba main teman seru,3,positive
donglot ragu buruan donglot game bagus banger,-2,negative
game nih main yeh permainan buruan perbaiki nih main game,5,positive
gamenya baguss gk download nyesel deh,-5,negative
gini yaaaa cheat mah gpp kick males tuh bug sumpahkirain hp gua doangeh tolong anuin yak,-5,negative
eror doang game bagus,-4,negative
game seru banget impostornya download mantul ea ea ea,3,positive
gamenya bagus yg liat game download nyesel deh kalo udah download,-4,negative
mantap v ngomong conection mulu jaringan bro server full kalo gw yah v gk tau,1,positive
main game inikarakter buruk muncul terima kasih yg game,0,neutral
game bagus banget suka banget main jarang imposter,4,positive
game adil pas main crewmate temenku pas main impostor,9,positive
suka banget curiga ceate terima kasih tvt,3,positive
game bagus banget sayang bahasa indonesianya,-3,negative
among us bagus orang suka impostor yak knp suka malab sukanya crewmate salah server gaes,-2,negative
bagus banget gamenya tapiada cheater tolong yatolong cheaternya report plis,0,neutral
tolong perbaiki jgn suka ngebak melulu tolong dibaca terima kasih,4,positive
disconect udah update aja tagih,-2,negative
permainannya jelek bangetee boong org permainannya bagus banget,-10,negative
game update bkn bags tpi mlh jeleeeeeeeeeek banget kalo update map tpi kalo diskusi milih kalimat yg disedia gw pikir updatenya bgs eh mlh jelek gw nyesel udh updateeeeeeeeeee gw seru tpi mlh buruk kali kelen nyasel kalo update sekaraaaaaaaaaaang gw pastikan aja komen gw maaf menyakitkan,-19,negative
kasih bintang karna bagus permainan ayo donlod ngga bosen donlod,-3,negative
game bagus bintang game among us,2,positive
download game chanyeol jga main pengen mabar cy semoga lucky room,3,positive
senang bermain game karna bermain game teman menghibur betesaya senang bermain game karna imposter menuduh temanteman temanteman senang terhibut,9,positive
seru banget impostor bikin mapsendiri,1,positive
segini aja make cheat pliss update cheat orang bosan memainkan game pliss update,3,positive
developer mohon cheater berantas males aja langsung defeat,0,neutral
menarikhanya tinggal menunggu update yg menarik,-5,negative
gamenya seru banget tambahin emot,1,positive
lucuu karakternya seru game playnya klo penuh kadang susah masuk,-1,negative
game bagus suka game fitnah v aki suka imposdtorv,1,positive
tolong tambahkan fitur addfriend langsung join room tman,5,positive
suka game seru kalo ngekil,4,positive
sumpah game jelek boong hayuk palpale palpale palpale paleee game bagus yach suka kali game kayak chat ketemu org keren munkin rugi kalo gk download game,-5,negative
maaf game seru pas main masuk,1,positive
sumpah permainan seru banget kl bosen langsung main seru banget deh ayok gusy cepetan download,1,positive
game baguswalaupun pengguna modcheat bagus,1,positive
game jelek banget booong hayuk papale game seru main hide seek,0,neutral
game bagus sii suka mitnah nieeepadahal impostor tuduhemang si game jagan main hina donkkesel banget,0,neutral
maaf kasih bintang karna yg salah cheat semoga kedepannya game baguss semoga cheat hapuss segitu aj trims,-1,negative
game bagus permainannya sederhana,-2,negative
tolong dimaksimalkan servernya disconek dahal game lancar,5,positive
auto tukang tuduh wkkwkwk gamr baguss mantap deh pokoknya,0,neutral
lumayan yah gini ajah game bagus syukur game seru,6,positive
bug tolong diperbaiki,1,positive
sukaa bgtt among uss suka kalo among us update petskin gratis,6,positive
game jelekpas masuk game tolong perbarui,2,positive
edit ulasannya nemu player inggris cape nulisnya gk seru,-6,negative
main gk tau gimana gk main jelek game,-7,negative
game bagus suka bagus pas seru curang,-2,negative
cheater jd main klo mo menang yah main,-1,negative
lu bikin game bener bug tolong perbaiki,5,positive
game baguss bangetttttttttttttttt nulis yasudah,2,positive
game bug main online,2,positive
game jeleeeeeeeeeeeeeeeek tpi boong game bagus banget tpi gk main orang indo,-4,negative
game seru udah dikasih impos kena hukum dasar game burik please kasih impos dasar kalo apus taubat main game,3,positive
gamenya seru bangett kadang suka kesel gara fitnah,-11,negative
game nga orang yg main bilang jelek game bagus banget,-2,negative
game ngebug sinyal internet bagus tolong hapus gamenya,-2,negative
gamenya burik boong papalepapale gamenya seru dowloadnya seru gamenya hahahahaha crewmate imposter gasy gua impoater crewmate hahaha asalamualaikum hahaha teman teman lupa dowloadnya seru gamenya hahaha imposter crewmate hahaha seru,-9,negative
game jelek boong game enak download nyesal,-8,negative
yeyyy airship riliss rame game nyaa ngelag nggak papa,0,neutral
cuama minus nyakalau main udh main aj pakek gameending seru,-3,negative
game keren bangettttttt impostor game kasih bintang,5,positive
kerusakan tulis code server adik aja server looking kasih bintang mohon perpaiki,2,positive
koneksi gw bagus main game nyari tim anjing,-12,negative
game diwnload udah kepasang buka dibuka game akhlak,8,positive
main tolong harga pakaiannya murahkan,4,positive
keyboardnya dibsarin dikit dehhhtrus kdang suka eror gitu,-6,negative
makasih udah nyiptain game bosan bermain garena free fire terimakasih ok,18,positive
main online sinyal g,0,neutral
dlu klo udh audio mantap nih game,7,positive
game bagus impostor kasih bintang lho thanks amung us,4,positive
cheater tau lgsg win orang lgsg bunuh game enak kaya gini dah nge cheat,-9,negative
game buriiiiqqqqqqqqqtapii buoong game seruuu banget nii pas main gabut dijamin seru banget dahhhh jossssss,4,positive
game bagus njirrrrr main sembunyi sembunyian teman game sgt seru,2,positive
gemenya bagus keren ngelek tidah bagus bangetde pokonya gamenya godd mantap,-1,negative
gangguan server mulu nih game masuknya susah,0,neutral
map fungle dikasi tau kasi bint tunggu,-8,negative
game cocok mabar teman masukan terima kasih game,8,positive
enak game seru banget pengen main ketagihan,2,positive
game jelek boong hayuk wkwkw game bagus impostor,-7,negative
game keren analog gk mengikuti jari,1,positive
game seru mudahan kedepan ny map ny banyakin kasih job lahv,4,positive
game bagus nggak bohong ayo buruan instal game seruuuu banget lho ayo ayo buruan instal game ayo ayo,20,positive
among us bagus banget online grafik bagu ragu gpp download bagus,-6,negative
pas main main mode online,3,positive
dimainin sign lamaa banget males nungguin,-4,negative
game mantap main bareng coba,8,positive
game yg seru banget menurutku main bareng temand,3,positive
game jelek offline internet bagus offline huh dasar game laku,-3,negative
habis update masuk download ulang,-3,negative
gamee jelekkk game eeeek game noooob boong game bagus boong game jelek kayak bebek bau ketek pantat robek boong game bagus boong hayuuuuk boong game eek tamat boong game bagus kayak daki bebek tamaaaaat,-44,negative
game among us behhh keren banget asli sampe download tunggu ayo download buruan download,9,positive
game bagus tolong kasih server indonesian,2,positive
asik game game kyk game detektif disuruh cari impostor seru pokoknya,-1,negative
game bagus klo main temen guys publik pure mainnya,1,positive
baguss pngen tau among us bkal gmana tpi skarang suka ktemu cheater game jdi bkin mls maininnya,-4,negative
terima kasih among us belajar memfitnah kehidupan seharihari putus doi karna pintar memfitnah yg kasih bintang blm ngrti mainny klo klean mo jago main among us klean nnton yutub buruan,-2,negative
tolong geme among us gerafik bagusin suka geme tolong,4,positive
developernya sigap dlm mengatasi keluhan player server penuh,-2,negative
game bagus cocok orang gabut,-4,negative
game bagus kalo pake discord layarnya langsung hitam,-1,negative
game bagus karna game seru dimainkan teman semoga game berinspirasi,4,positive
suka gem seru banget menang impostor,2,positive
seru banget cuman suka impostor pake mod mod downloads google,3,positive
download geme dikit kayak free fire pembunuh detektif seru banget nih pakek beneran,-3,negative
gamenya suka dc mulu tolong perbaikin,4,positive
bagus game loding mulu sinyal udah bagus,-1,negative
wajib download game keren play store suka detektif pembunuhan download,-1,negative
gem bguss asik mabar bareng temen buruan download rugi klo download dijamin nyesel,-5,negative
pas update gabisa main,3,positive
temen gw like game jelek banget anjimng gw likeheh lo tau game bagus dasar temen dakjal game bagus bangetz sumpah alek free chat tgl lahir deh pokonya bagus banget kasih nilai juta,8,positive
among us ituh jelek boong permainan seru bangettttt kasih bintang,-8,negative
maaf sebenernya game udh bagus player masuk gk impostor gitu gk seru yg cheat cheater game kaya gini lu cheat ngotak gk skill gk maen kalo gw gk maen among us,4,positive
game aga burik suka game mabar wajib bocil aaaa dondelot dondelot game wasih goblok,1,positive
hey game tolong benerin kalo nulis chat harinya crewmet dituduh impostor nulis kukasu bintang hilangin pinggir chat tannya kalo udah kasi bintang,2,positive
game bikin hape error hapus tolong hapus game playstore,-6,negative
game fitnah seru tobat pas selese gamenya ehh main fitnah,-7,negative
bagus ngebug tolong perbaiki,-1,negative
bagus udah update ko blm dimaennin,-2,negative
game fitnahak jarang jd impost asik aj sicmn pgn dpt impostdah,6,positive
gua suka game tapidosa gua bertambah krna fitnah orggpp deh,-12,negative
napa disconnect wifi bagus haduh,-4,negative
games hemat kouta bangeeet main jam kepake mb,1,positive
error room tolong perbaiki,-4,negative
loadingnya pas udh g main bareng,3,positive
gema ni bagus bangetttttt sampe sampe main berenti berenti sangking bagus nyo,-9,negative
game bagus tutorial fitnah zaman,-5,negative
kadang yah ngebug gituuu jaringan n kuota stabil lohhhhh,3,positive
gamenya bagus mabar,-2,negative
waw bagus game semenjak saga main game pintar memfitnah pertemanan hancur pokoknya bagus deh developer semangat yah,-4,negative
sinyal bagustapi masuk publik,-3,negative
game bagus game pekek wifi kasi bintang aja,0,neutral
request kalo lebaran tolong bikinin baju kayak sarung hijab peci pokoknya bertema lebaran tau orang muslim main among us,-7,negative
game nyari gaduh dah udah upade pas main suruh upade barusan upade huuuh,-2,negative
bintang vitur voice chat,3,positive
suka game trimakasih game yg suka,12,positive
jelek update nge bug,-5,negative
diupdate main game rusak asw,1,positive
diupdate byk bug kecewa,0,neutral
gamenya burik banget bohong game rame liat kebawah udah bilang game rameeeeeeeeeeeeeee,1,positive
untung update tolong tambahin speaker berkomnikasi orang,3,positive
game burik bohong gamenya bagus banget daunlodn nyesel,-9,negative
gua main online sumpah sebel main,-8,negative
aplikasinya bagus banget badd modd aplikasinya wahhh baguss banget,0,neutral
wag gem jelek banget bohong gem keren gua sukabanget misi misi larinya ditambah cepat josmantapkerenbagusjosssssssssssss pokok download,-12,negative
game fitnah berdosa rame awokaowkaowk tingkatkan gamenya tambahin fitur menarik,-7,negative
bug malas memainkan,-4,negative
game pembawa masalahtapi game seru,4,positive
among us nomor hp gamenya mantap pokoknya instal among asli bener bagus gk nyesel deh,-1,negative
tolong perbaiki mesti pas main cheaterorang pakai moditu mengganggu banget orang tembus temboktolong perbaiki kalo orang paki cheat akunnya ban bulantrus kalo cheat kapok kapok ban,-1,negative
update jelek ganti nama,-5,negative
bagus kadang gitu jalan karakter lucu gumeshsh,2,positive
bagus banget game skin gamenya sere banget download,2,positive
game seruuuu banget suka tpi tolong jarang impostor kalo pet,6,positive
overall bagus sihmap aja tambahin,-1,negative
game bagus impostor berhasil membunuh crewmate,3,positive
menunggu lamaakhirnya map dateng,-1,negative
imostor pakai pakian yg berbeda,-4,negative
map arship yg yg topirambut,0,neutral
gimana mainnya gitu gitu aja seruh seru banget jelek ah boong orang orang gitu beneran boong beneran jelek gituh ah males deh jadian main ni mangkanya kasih bintang deh,-13,negative
game rame banget udh kali download tetep aja gk bosan,4,positive
suka game jan lupa download assalamualaikum jumpa,5,positive
game buruk boong lupa download gk netral sumpah,-9,negative
ko gua maen disconnected servernya anjim,0,neutral
gara gara game rumah berkelahi boong wkwkwkwkwk bagus,-9,negative
buka layarnya hitam,-4,negative
game terkenal gw gk bikin room trus diskonek gw gk masuk tolong,5,positive
anj nga mainin main offline online,-2,negative
cheat kadang enak impos aneh,4,positive
gamemya bagus seru pas impostor aplikasi kasih bintang seru banget,-1,negative
game jelek bohong game seru kalimat impostor orang,-9,negative
game bagus banget game main tuduh menuduh,3,positive
maaf kadih bintang keceya pen pake mod gitu update pen update baan buka ih nye belin,-1,negative
gamenya bagus maish cheaternya ketemu cheater crewmatenya impostornya menang,-2,negative
game keren tolong apdete apdete biar skin pet plis kasih bintang lo plis apdete pet skin plis plis,2,positive
gamenya bagus kaya chat sesuka bagus gamenya nyesel,-6,negative
bagus banget ni game sayang pakai bahasa inggris,-3,negative
lumayan sediakan bahasa indonesia,-5,negative
aneh sinyal fine aja,4,positive
game bagus server indonesia,0,neutral
gameplay seru banget kali cheater sudh menguasai game among us malas main mohon perbaiki,-1,negative
game bagus loding mulu ngelek kasih bintang,2,positive
bagus game tolong utk dev game biarkan yg main pake bahasa jgn bhs inggris kecewa pas dowload game namanya dipilihkan game dpt rate lho biarkan berteman bermain nnti kasih rate klo update kyk,0,neutral
game bagus bangettttttttt ngelek bagus,-2,negative
suka game rilis map arship,7,positive
suka game pc sdh update moblie blum,4,positive
update yg sekarng jlk gk ngetik sepuas ny ad pilihan tolong ky dlu gl,6,positive
halo nama noki apk bagus banget oh kalo mabar haris pake kouta ok,4,positive
permainan sanngat seru yg seru kalo main imposter,0,neutral
game otak meledak ee boong hayukk game,-4,negative
bagus saran tambahin mikerovon biar mudah berkomunikasi,-2,negative
hp kentang ganti gaming kerena game berat,2,positive
game bagus cuman ditingkatkan keamanannya cheater,0,neutral
hai nama hasna suka banget geme minggu mainin game bagus banget download nggak nyesel deh,-2,negative
game seru banget install game udh gk bilang cobain game,7,positive
iklan ilangin si risi iklan,-3,negative
geme jelek impos suka,-3,negative
main udah bacaan accept cancel pilih accept ngelodingnya baget,-2,negative
hi developer gamenya bagus cuman dissconect game,1,positive
permainan bagus sepi gaada pemain,-11,negative
halo dev innerslothaktifin donk anti cheat biar adil nyaman aja yg kurangoverall bagus,1,positive
suka bngt game tp ksih bintang dlu orang yng onlinee pdlh server udah gnti asia trus room gk jugaa gimana nihhh yng,4,positive
game bagus bangetttt gw cari mutualan game trus tmn hehe cobain nyesel lhoo,-6,negative
udh update tp msh dibuka,0,neutral
game bosokkk didunia lost koneksi terusss,-3,negative
gaje lu bilang wifi gw bermasalah pingnya bagus bagus aja huuu respect,-6,negative
game ban impostor langsung ban orang impostor ban kek dah plis among us upgrade hilang ban kasihan impostor ban,2,positive
gamenya enak ngajakin temen berantem contek,-3,negative
keren banget sumpah download among us main bareng,1,positive
gamenya keren banget super mega mantul gamenya,2,positive
game bagus suka main game sukses innerslhot,7,positive
bagus banget game enaknya tuh game bagus gamenya,1,positive
benci game cheat yg main kalo gk impostor langsung,4,positive
yg ngecheatbaru main langsung room gk jlsgembel,3,positive
sebenernya tasknya bosenintp nebak impos brtahn jd imposnya aja yg seru,1,positive
kuy langsung download bagus seru kalo gabut main game seruuuuu bye,-4,negative
gimana permainan ngeleh gue suka kasih bintang ok bye,4,positive
dc jaringan bagusdi perbaiki,-1,negative
game seruu baguss suka,4,positive
game burik udah gk trend bohong hiya hiya game trend,-1,negative
game seru impostor pokonya seru gamenya,0,neutral
banya bug ngk gerak,0,neutral
tolong kak admin updett biar ngomong game sepikerbaru kasi bintang,-2,negative
bagus nostalgia banget tpi disconnect gk babiii,-1,negative
udah game bagus bagus ff burik,-2,negative
diupdate versinya bikin bug,0,neutral
game buruk dosaeh boong hayuuuukkk papale papale pepalepapalepaleeee seribu game bagus banget ni game wajib coba,-5,negative
seru banget gamenya saranin orang suka leave mending orangnya band,-1,negative
game tolol snyal bagus gk bsa masuk tai game online kyk gni mah,-11,negative
gema bagus gema merusak persabatan tida istal,0,neutral
game bagus bersemangat memainkannya terima kasih develuoper among us,6,positive
pas masuk diapa apain gamenya coma loading doang,0,neutral
kasih bintang karna temenku game seru pengen coba yaudah dowload dada guys main games,3,positive
tombol geraknya sinkron kaku,1,positive
bnyk bug dh update mlh gk main bilang makai versi,0,neutral
tolong diperbaiki cheater hacker game bilang bagus seru klo cheater hacker,1,positive
kasih bintang game berdosa game mengajarkan fitnah kasih bintang,-3,negative
game seruu banget tp belom dpt topi penyihir samma yg keren gitu pdhl lamaa lohh,3,positive
bagus banget game arus donwlod game update map airshep cepat donwlod,3,positive
game serutapi update impostor seru kasih bintang aja,4,positive
suka game mohon basmi cheater main bentar udah kalah main bentar udah kalah,-9,negative
menilai game buruk susah payah game sebagus hargailah karya orang sekian terimakasih udah menyadari kesalahan,-3,negative
gamenya bagus ngebug gamenya seru,-2,negative
guys dc mulu kalo main cpba ganti server lu asia dijamin karna gw main server eu,2,positive
game tp masuk aja banget trs diconnect mulu asu,2,positive
pokoknya game terjelek dunia rilis among us,1,positive
game bagus banget main dihp ayah heheheohya makasih game among us bersemangat putus asa ok segitu assalamualaikum,13,positive
game sgt seru sayang bnyk cheater auto win teleport tolong ditangani,3,positive
game seru tpi pas game kelar pas pencet banget respond tolong perbaikin kasih bintang,14,positive
bagus bangettapi mohon pet bajunya gratisin tolong developerterima kasih,0,neutral
game bagus airship buka cepat liriss,0,neutral
game seru game mabar teman yg,4,positive
suka game bikin nambah dosa yg gk berteman dgn,-3,negative
update susah banget jujur game burik boong udahlah,-1,negative
nggak main grafiknya jelek,-7,negative
gw impostor disconnect ajg gw pake wifi lo ajg,0,neutral
game bagus banget sayang bahasa indonesia,-3,negative
game bagus bet asli mohon ban cheat kesal cheater game jelek,-2,negative
tambahin voice chat biar seru ama tambahin bhsindonesia,1,positive
game mantep bangget kalo orang bilang aah game burik aah game enak bisah mainnya inti,7,positive
bagus bnget game suka seruin tp sekaranggak seru game burik jelek buluktp boong hayuk,-5,negative
gamenya seru banget tpi chiter tolong ilangin plis,2,positive
knp buka gamenya tolong,1,positive
bagus map kasih bintang among us map,-1,negative
game bagus susah mencari impostor suka menang impostor,-5,negative
gamenya keren banget sumpah tpi kaya suka ngelag marah,-2,negative
game bagus banget keren temenan orang,-1,negative
game dah bagus update min bet dah,-6,negative
bagus geme bagus geme geme ff kestu ketiga mobil legen trahir paji,-3,negative
game hebat chit coba seru harap harap chit please chit tolong,1,positive
game hebat hikmahnya mengajarkan berbohong,-2,negative
asalamualaikum akun crewmat sebulan impos tolong perbaiki,1,positive
pin gw gw udah isi pulsa gb ngelek tolong perbaiki,-5,negative
gem bagus tolon dikurangin bugbagnya pelis sekian terimakasih,3,positive
blok tu pemain pakai cheatsoal seru orang pakai cheatanjing gua impostor udah capek capek main impostor,-6,negative
njir bagus gua jafi imposter kali tinggal imposter seru pokoknya main game among us mabar temen rumah sekian ulasan,-5,negative
gamenya bagus dikasih fitur suara biar seru,-1,negative
pakai cheat game udah seru yah uninstal,2,positive
game seru nama tulis tulis sesuwai dikasih,4,positive
bagus game lucu bikin deg degan terima kasih game,6,positive
